Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen
1043;36;22;GeorgiosPintidis;Deutschland;1;0;0
1044;36;39;JoeyBreitfeld;Deutschland;0;0;0
1045;36;38;NicoRinderknecht;Deutschland;0;0;0
1046;36;37;PatrickSussek;Deutschland;0;0;0
1047;36;20;StefanKutschke;Deutschland;24;1;0
1048;36;11;DarioLezcano;Paraguay;21;4;1
1049;36;29;ThorstenRöcher;Österreich;17;2;0
1050;36;14;OsayamenOsawe;England;16;0;4
1051;36;35;CharlisonBenschop;Niederlande;10;1;0
1052;36;27;AgyemangDiawusie;Deutschland;2;0;0
1053;36;36;FatihKaya;Türkei;1;1;0
1054;39;32;BenjaminUphoff;Deutschland;30;0;0
1055;39;28;SvenMüller;Deutschland;2;0;0
1056;39;35;EdmondKaiser;Deutschland;0;0;0
1057;39;29;MarioMarioSchragl;Österreich;0;0;0
1058;39;5;DavidPisot;Deutschland;31;2;1
1059;39;3;DanielGordon;Jamaika;30;3;0
1060;39;6;DamianRoßbach;Deutschland;30;1;0
1061;39;2;BurakCamoglu;Türkei;16;2;2
1062;39;20;AlexanderGroiß;Deutschland;13;0;0
1063;39;22;ChristophKobald;Österreich;8;0;0
1064;39;17;TimKircher;Deutschland;3;0;0
1065;39;31;MalikMalikBatmaz;Türkei;3;0;0
1066;39;32;EricJansen;Deutschland;1;0;0
1067;39;4;MartinStoll;Deutschland;0;0;0
1068;39;15;MarinSverko;Kroatien;0;0;0
1069;39;21;MarcoThiede;Deutschland;31;0;0
1070;39;10;MarvinWanitzek;Deutschland;30;4;2
1071;39;8;ManuelStiefler;Deutschland;30;2;2
1072;39;7;MarcLorenz;Deutschland;26;4;4
1073;39;37;KyoungRokKyoungRokChoi;Republik Korea (Südkorea);19;0;1
1074;39;23;SercanSararer;Türkei;7;0;0
1075;39;25;JanisHanek;Deutschland;6;0;0
1076;39;18;JustinMöbius;Deutschland;2;1;0
1077;39;30;AntonFink;Deutschland;31;12;2
1078;39;9;MarvinPourie;Deutschland;30;15;0
1079;39;14;SaliouSane;Deutschland;18;0;0
1080;39;11;MartinRöser;Deutschland;15;0;0
1081;39;27;DominikStroh-Engel;Deutschland;1;0;0
1082;44;1;MarkusKolke;Deutschland;31;0;0
1083;44;19;JanAlbrecht;Deutschland;0;0;0
1084;44;25;LukasWatkowiak;Deutschland;0;0;0
1085;44;4;SaschaMockenhaupt;Deutschland;30;1;1
1086;44;0;NiklasDams;Deutschland;23;1;0
1087;44;23;AlfMintzel;Deutschland;19;0;0
1088;44;33;SebastianMrowca;Polen;17;1;2
1089;44;5;Sören-KurtReddemann;Deutschland;12;2;0
1090;44;33;MarcWachs;Deutschland;8;0;0
1091;44;6;GiulianoModica;Argentinien;5;0;0
1092;44;28;GökhanGül;Deutschland;4;1;0
1093;44;17;Daniel-KofiKyereh;Deutschland;29;12;0
1094;44;8;NiklasSchmidt;Deutschland;28;5;0
1095;44;14;JulesSchwadorf;Deutschland;26;2;1
1096;44;24;JeremiasLorch;Deutschland;23;2;0
1097;44;26;Titsch-RiveroMarcel;Deutschland;18;1;0
1098;44;7;MaximilianDittgen;Deutschland;17;0;0
1099;44;11;NicklasShipnoski;Deutschland;16;4;1
1100;44;21;PatrickSchönfeld;Deutschland;13;0;0
1101;44;27;SimonBrandstetter;Deutschland;17;2;1
1102;44;13;ReneGuder;Deutschland;10;0;0
1103;44;22;FlorianHansch;Deutschland;9;1;1
1104;44;29;AgyemangDiawusie;Deutschland;9;1;0
1105;47;1;MarcoHiller;Deutschland;26;0;0
1106;47;0;HendrikBonmann;Deutschland;6;0;0
1107;47;30;JohannHipper;Deutschland;0;0;0
1108;47;32;SimonLorenz;Deutschland;31;3;0
1109;47;17;DanielWein;Deutschland;30;1;0
1110;47;36;PhilippSteinhart;Deutschland;29;4;3
1111;47;28;HerbertPaul;Deutschland;27;2;1
1112;47;22;AaronBerzel;Deutschland;13;0;0
1113;47;2;WeegerEric;Deutschland;9;0;0
1114;47;2;JanMauersberger;Deutschland;7;0;0
1115;47;11;ChristianKöppel;Deutschland;1;0;0
1116;47;27;SemiBelkahia;Deutschland;0;0;0
1117;47;18;NicoKarger;Deutschland;29;6;0
1118;47;20;EfkanBekiroglu;Deutschland;24;3;1
1119;47;5;QuirinMoll;Deutschland;22;1;0
1120;47;19;AlessandroAbruscia;Italien;11;2;0
1121;47;38;RomualdLacazette;Frankreich;8;0;1
1122;47;34;KristianBöhnlein;Deutschland;2;0;0
1123;47;14;DennisDressel;Deutschland;0;0;0
1124;47;21;UgurMustafaTurk;Türkei;0;0;0
1125;47;13;SaschaMölders;Deutschland;28;6;1
1126;47;7;StefanLex;Deutschland;27;4;0
1127;47;10;AdrianoGrimaldi;Italien;20;5;1
1128;47;16;BenjaminKindsvater;Deutschland;17;1;0
1129;47;25;MariusWillsch;Deutschland;17;0;0
1130;47;13;Prince-OseiOwusu;Deutschland;9;2;0
1131;47;24;MarkusZiereis;Deutschland;7;0;0
1132;47;31;KodjoviKoussou;Deutschland;2;0;0
1133;47;0;NoelNiemann;Deutschland;0;0;0
1134;43;1;IoannisGelios;Griechenland;32;0;0
1135;43;26;EricGründemann;Deutschland;0;0;0
1136;43;28;DirkOrlishausen;Deutschland;0;0;0
1137;43;25;AlexanderSebald;Deutschland;0;0;0
1138;43;3;JulianRiedel;Deutschland;30;0;0
1139;43;29;NicoRieble;Deutschland;26;0;0
1140;43;20;LukasScherff;Deutschland;25;3;0
1141;43;4;KaiBülow;Deutschland;24;2;0
1142;43;5;OliverHüsing;Deutschland;22;2;0
1143;43;27;VladimirRankovic;Deutschland;15;0;1
1144;43;34;AhlschwedeMaximilian;Deutschland;8;0;0
1145;43;14;ReinthalerMax;Italien;5;0;0
1146;43;23;PhilemonOfosu-Ayeh;Ghana;5;0;0
1147;43;0;CrosGuillaume;Frankreich;2;0;0
1148;43;17;BiankadiMerveille;Unbekannt;32;4;2
1149;43;6;MirnesPepic;Unbekannt;30;2;0
1150;43;24;StefanWannenwetsch;Deutschland;30;0;1
1151;43;21;JonasHildebrandt;Deutschland;21;2;0
1152;43;33;MarcelHilßner;Deutschland;17;2;5
1153;43;8;EvseevWilli;Deutschland;9;0;0
1154;43;15;AntonDonkor;Deutschland;8;1;1
1155;43;22;TanjuÖztürk;Deutschland;8;0;1
1156;43;10;AmauryBischoff;Portugal;7;0;0
1157;43;16;JohannBerger;Deutschland;0;0;0
1158;43;39;PascalBreier;Deutschland;28;6;0
1159;43;7;CebioSoukou;Deutschland;27;10;2
1160;43;11;MarcoKönigs;Deutschland;24;5;1
1161;43;19;Del-AngeloWilliams;Deutschland;10;1;1
1162;46;13;HeslWolfgang;Deutschland;13;0;0
1163;46;22;GrillLennart;Deutschland;10;0;0
1164;46;1;Jan-OleSievers;Deutschland;8;0;0
1165;46;3;JanekSternberg;Deutschland;29;1;0
1166;46;20;DominikSchad;Deutschland;24;1;1
1167;46;5;KevinKraus;Deutschland;18;0;0
1168;46;28;LukasGottwalt;Deutschland;14;1;0
1169;46;23;FlorianDick;Deutschland;11;0;1
1170;46;4;ÖzgürÖzdemir;Türkei;3;0;0
1171;46;29;BotiseriuFlavius;Deutschland;0;0;0
1172;46;26;AndricMario;Österreich;0;0;0
1173;46;8;GinoFechner;Deutschland;22;1;0
1174;46;6;JanLöhmannsröben;Deutschland;21;1;0
1175;46;16;BergmannTheodor;Deutschland;19;2;2
1176;46;14;MadsAlbaek;Dänemark;18;1;0
1177;46;25;SickingerCarlo;Deutschland;13;1;0
1178;46;38;AntonioJonjic;Deutschland;6;0;0
1179;46;27;MohamedMorabet;Deutschland;0;0;0
1180;46;9;TimmyThiele;Deutschland;30;5;2
1181;46;17;ChristophHemlein;Deutschland;28;2;0
1182;46;15;EliasHuth;Deutschland;22;3;0
1183;46;41;FlorianPick;Deutschland;22;2;2
1184;46;21;HendrickZuck;Deutschland;21;3;0
1185;46;24;ChristianKuhlwetter;Deutschland;20;8;1
1186;46;10;JuliusBiada;Deutschland;15;1;1
1187;46;33;LukasSpalvis;Litauen;6;2;0
1188;46;14;EsmelDylan;Deutschland;0;0;0
1189;56;1;MarcelEngelhardt;Deutschland;14;0;0
1190;56;13;JasminFejzic;Bosnien-Herzegowina;10;0;0
1191;56;30;LukasKruse;Deutschland;8;0;0
1192;56;33;RomanBirjukov;Deutschland;0;0;0
1193;56;21;BangsowYannik;Deutschland;0;0;0
1194;56;27;NikoKijewski;Deutschland;31;0;0
1195;56;17;SteffenNkansah;Ghana;24;0;0
1196;56;14;RobinBecker;Deutschland;22;1;0
1197;56;19;FelixBurmeister;Deutschland;18;0;0
1198;56;2;DavidSauerland;Deutschland;16;0;2
1199;56;4;MalteAmundsen;Dänemark;13;1;0
1200;56;5;BenjaminKessel;Deutschland;10;1;0
1201;56;23;ChristophMenz;Deutschland;8;0;0
1202;56;34;JanLukasFunke;Deutschland;0;0;0
1203;56;31;BesfortKolgeci;Kosovo;0;0;0
1204;56;18;NickOtto;Deutschland;0;0;0
1205;56;8;StephanFürstner;Deutschland;27;1;0
1206;56;28;ThorsenJonas;Dänemark;15;1;0
1207;56;10;MergimFejzullahu;Albanien;13;3;0
1208;56;31;MarcPfitzner;Deutschland;12;4;0
1209;56;20;IvanFranjic;Kroatien;11;0;0
1210;56;7;BerndNehrig;Deutschland;9;1;0
1211;56;38;LeonBürger;Deutschland;6;0;0
1212;56;0;NilsRütten;Deutschland;5;0;0
1213;56;23;MichalFasko;Slowakei;1;0;0
1214;56;29;EricVeiga;Luxemburg;0;0;0
1215;56;25;OnurBulut;Türkei;22;2;0
1216;56;11;Putaro;Deutschland;19;2;0
1217;56;17;OttoYari;Deutschland;17;4;0
1218;56;22;ManuelJanzer;Deutschland;12;1;0
1219;56;34;MikeFeigenspan;Deutschland;9;2;0
1220;56;7;CanbazAhmet;Türkei;6;0;0
1221;56;26;JuliusDüker;Deutschland;4;0;0
1222;56;35;AyodeleMaxAdetula;Deutschland;1;0;0
1223;56;32;SamuelAbifade;Deutschland;0;0;0
1224;51;43;AvdoSpahic;Bosnien-Herzegowina;23;0;0
1225;51;31;KevinRauhut;Deutschland;7;0;0
1226;51;0;TimStawecki;Deutschland;1;0;0
1227;51;5;JoséMatuwila;Angola;28;1;0
1228;51;3;LasseSchlüter;Deutschland;26;1;1
1229;51;12;FabianHolthaus;Deutschland;15;0;1
1230;51;3;AndrejStartsev;Deutschland;10;0;0
1231;51;2;LukeHemmerich;Deutschland;9;0;0
1232;51;16;RobertMüller;Deutschland;9;0;0
1233;51;29;LeonSchneider;Deutschland;7;0;0
1234;51;25;MarcelBaude;Deutschland;5;0;0
1235;51;26;PhilippKnechtel;Deutschland;4;0;0
1236;51;11;StreliMamba;Deutschland;29;8;0
1237;51;10;FabioViteritti;Deutschland;29;5;1
1238;51;7;KevinWeidlich;Deutschland;29;3;0
1239;51;14;MarceloCostasdeFreitas;Brasilien;25;3;1
1240;51;8;FelixGeisler;Deutschland;25;3;1
1241;51;17;MaximilianZimmer;Deutschland;14;1;1
1242;51;20;TimKruse;Deutschland;11;0;0
1243;51;0;BohlDaniel;Deutschland;9;1;0
1244;51;35;JürgenGjasula;Albanien;9;0;2
1245;51;13;PaulGehrmann;Deutschland;8;0;0
1246;51;18;DanielStanese;Kanada;8;0;0
1247;51;33;MoritzBroschinski;Deutschland;7;0;0
1248;51;23;BenderLars;Deutschland;6;1;0
1249;51;19;FabianGraudenz;Deutschland;6;0;0
1250;51;6;JonasZickert;Deutschland;1;0;0
1251;51;34;ColinRaak;Deutschland;0;0;0
1252;51;38;DimitarRangelov;Bulgarien;15;4;0
1253;51;9;KevinScheidhauer;Deutschland;14;0;1
1254;51;27;AbdulkadirBeyazit;Türkei;4;0;0
1255;51;0;NiklasGeisler;Deutschland;1;0;0
1256;53;22;JoCoppens;Belgien;22;0;0
1257;53;1;RaphaelKoczor;Deutschland;9;0;0
1258;53;12;LukasSedlak;Deutschland;0;0;0
1259;53;15;MariusGrösch;Deutschland;29;0;0
1260;53;21;DennisSlamar;Deutschland;27;0;0
1261;53;2;FlorianBrügmann;Deutschland;22;0;0
1262;53;4;JustinGerlach;Deutschland;12;0;1
1263;53;5;MatthiasKühne;Deutschland;12;0;0
1264;53;20;DominicVolkmer;Deutschland;9;0;0
1265;53;17;PierreFassnacht;Deutschland;6;0;0
1266;53;19;MichaelSchuler;Deutschland;2;0;0
1267;53;24;ValentinReitstetter;Deutschland;0;0;0
1268;53;9;ReneEckardt;Deutschland;30;1;0
1269;53;8;MaximilianWolfram;Deutschland;24;4;0
1270;53;25;JustinSchau;Deutschland;16;0;0
1271;53;23;SörenEismann;Deutschland;11;0;0
1272;53;16;JannisKubler;Deutschland;10;0;1
1273;53;6;LoganRogerson;Neuseeland;2;0;0
1274;53;13;TomKrahnert;Deutschland;0;0;0
1275;53;10;MaximilianSchlegel;Deutschland;0;0;0
1276;53;11;ManfredStarke;Namibia;28;5;1
1277;53;18;FelixBrugmann;Deutschland;27;4;0
1278;53;29;PhillipTietz;Deutschland;26;7;0
1279;53;14;DominikBock;Deutschland;26;3;0
1280;53;7;FabienTchenkoua;Kamerun;15;1;0
1281;53;27;JulianGünther-Schmidt;Deutschland;9;5;1
1282;53;28;StenzelVincent-Louis;Deutschland;6;1;0
1283;53;13;NahrJames-Kevin;Deutschland;0;0;0
1284;53;28;NicolaJurgens;Deutschland;0;0;0
